name,wigosid,country code,in OSCAR,longitude,latitude,#received,#expected,default schedule,color code,description,variable,date,center
Boa Vista Aeroporto,0-132-1-10,CPV,True,-22.89144,16.13161,0,248,True,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
MATTALA Int Airport,0-144-101-330601,LKA,True,81.12389,6.29288,248,248,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
POLONNARUWA,0-144-101-721501,LKA,True,81.04993,7.91306,170,155,False,purple,More than 100%,pressure,2026-07-01 00:00:00+00:00,ECMWF
MONARAGALA,0-144-101-821501,LKA,True,81.31616,6.83517,170,155,False,purple,More than 100%,pressure,2026-07-01 00:00:00+00:00,ECMWF
NDJAMENA,0-148-0-64700,TCD,True,15.02,12.08,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
BONGOR,0-148-0-64710,TCD,True,15.3748,10.2887,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Lai,0-148-0-64713,TCD,True,16.313,9.3975,0,124,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Doba,0-148-0-64722,TCD,True,16.8302,8.6946,0,124,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
BILTINE,0-148-0-64761,TCD,True,20.552,14.312,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Amdjarass,0-148-0-64762,TCD,True,22.7667,15.9667,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
MOUNDOU_aéro_CEUBAH,0-148-0-64801,TCD,True,16.07383,8.62183,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
DOBA_aéro_CEUBAH,0-148-0-64803,TCD,True,16.83023,8.69463,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
LAI_aéro_CEUBAH,0-148-0-64805,TCD,True,16.31303,9.39753,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
LAI_aéro_PULCI,0-148-0-64806,TCD,True,16.31306,9.39756,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Kélo_CEUBAH,0-148-0-64807,TCD,True,15.80073,9.27893,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Abéché,0-148-0-CHD64901,TCD,True,20.85,13.84,707,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Aboudéia,0-148-0-CHD64902,TCD,True,19.27,11.45,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Ati,0-148-0-CHD64903,TCD,True,18.3258,13.2236,92,744,False,red,Availability issues (< 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Baro,0-148-0-CHD64904,TCD,True,18.9728,12.1993,704,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Bebedjia ITRAD,0-148-0-CHD64905,TCD,True,16.5602,8.6748,715,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Bekamba,0-148-0-CHD64906,TCD,True,17.3589,8.6949,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Bessao,0-148-0-CHD64907,TCD,True,16.078,7.901,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Binder,0-148-0-CHD64908,TCD,True,14.45,9.96,254,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Bitkine,0-148-0-CHD64909,TCD,True,18.219,11.9832,712,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Bokoro,0-148-0-CHD64910,TCD,True,17.0593,12.3833,710,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Bol,0-148-0-CHD64911,TCD,True,14.7376,13.4449,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Bongor Aéro,0-148-0-CHD64912,TCD,True,15.3748,10.2887,704,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Djeddah,0-148-0-CHD64913,TCD,True,18.5909,13.5093,699,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Déli ITRAD,0-148-0-CHD64914,TCD,True,15.859,8.71,711,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Doba Aéro,0-148-0-CHD64915,TCD,True,16.8302,8.6946,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Dourbali,0-148-0-CHD64916,TCD,True,15.872,11.805,700,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Fianga,0-148-0-CHD64917,TCD,True,15.06,9.81,709,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Gagal,0-148-0-CHD64918,TCD,True,15.131,9.021,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Goré,0-148-0-CHD64919,TCD,True,16.639,7.91,700,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Goundi,0-148-0-CHD64920,TCD,True,17.3607,9.3626,711,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Gounou Gaya,0-148-0-CHD64921,TCD,True,15.492,9.608,711,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Guelendeng,0-148-0-CHD64922,TCD,True,15.5402,10.9266,163,744,False,red,Availability issues (< 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Kélo,0-148-0-CHD64923,TCD,True,15.8007,9.2789,75,744,False,red,Availability issues (< 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Kyabé CT,0-148-0-CHD64924,TCD,True,18.9245,9.4522,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Lagon,0-148-0-CHD64925,TCD,True,14.54,9.5,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Laramanaye,0-148-0-CHD64926,TCD,True,15.7036,8.0325,690,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Léré,0-148-0-CHD64927,TCD,True,14.33,9.68,690,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Mailao,0-148-0-CHD64928,TCD,True,15.288,11.5656,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Mangalmé,0-148-0-CHD64929,TCD,True,19.6166,12.3551,704,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Mani,0-148-0-CHD64930,TCD,True,14.6733,12.736,340,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Massaguet,0-148-0-CHD64931,TCD,True,15.4385,12.4825,706,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Massenya,0-148-0-CHD64932,TCD,True,16.176,11.399,708,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Melfi,0-148-0-CHD64933,TCD,True,17.931,11.08,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Moissala,0-148-0-CHD64934,TCD,True,17.761,8.3635,674,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Mongo Aéro,0-148-0-CHD64935,TCD,True,18.6786,12.174,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Moundou Aéro,0-148-0-CHD64936,TCD,True,16.0738,8.6218,712,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Moussafoyo ITRAD,0-148-0-CHD64937,TCD,True,18.6391,8.9059,710,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
N'Djamena Aéro,0-148-0-CHD64938,TCD,True,15.0456,12.1385,704,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Ngouri,0-148-0-CHD64939,TCD,True,15.37,13.6425,167,744,False,red,Availability issues (< 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Oum-Hadjer,0-148-0-CHD64940,TCD,True,19.6979,13.2941,168,744,False,red,Availability issues (< 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Pala,0-148-0-CHD64941,TCD,True,14.94,9.38,710,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Sarh Aéro,0-148-0-CHD64942,TCD,True,18.3757,9.1434,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Amtiman-AWS,0-148-0-CHD64943,TCD,True,20.167,12.222,710,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Haraze Mangueigne,0-148-0-CHD64944,TCD,True,20.5415,9.5647,708,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Abdi,0-148-0-CHD64945,TCD,True,21.1815,12.4833,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Goz-Beida,0-148-0-CHD64946,TCD,True,21.2457,12.1318,707,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Amdam,0-148-0-CHD64947,TCD,True,20.2745,12.4552,168,744,False,red,Availability issues (< 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Adré,0-148-0-CHD64948,TCD,True,22.1241,13.283,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Farchana,0-148-0-CHD64949,TCD,True,21.4721,13.3519,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Iriba,0-148-0-CHD64950,TCD,True,22.1348,15.0756,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Massakory,0-148-0-CHD64951,TCD,True,15.7366,12.9905,712,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Dono Manga,0-148-0-CHD64952,TCD,True,16.9208,9.2361,712,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Ba-illi,0-148-0-CHD64953,TCD,True,16.443,10.5166,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Boumou,0-148-0-CHD64954,TCD,True,16.1036,9.623,706,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Billiam-Oursi,0-148-0-CHD64955,TCD,True,15.2322,10.5602,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Lai,0-148-0-CHD64956,TCD,True,16.313,9.3975,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Bao,0-148-0-CHD64957,TCD,True,16.0925,9.0363,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Biltine,0-148-0-CHD64958,TCD,True,20.8409,14.5496,0,672,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Visviri  Tenencia,0-152-0-170001,CHL,True,-69.4775,-17.595,653,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
Putre,0-152-0-180017,CHL,True,-69.5625,-18.2,724,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
"Defensa Civil, Arica",0-152-0-180018,CHL,True,-70.30139,-18.49111,709,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Cerro Sombrero Arica,0-152-0-180042,CHL,True,-70.26556,-18.5125,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
"UNAP (Universidad Arturo Pratt), Iquique",0-152-0-200010,CHL,True,-70.13083,-20.27083,739,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
Ollagüe,0-152-0-210901,CHL,True,-68.25583,-21.22417,742,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
"Universidad Católica Norte, Antofagasta",0-152-0-230002,CHL,True,-70.41111,-23.68083,701,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
Toconao,0-152-0-230004,CHL,True,-68.00556,-23.18611,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Mejillones,0-152-0-230022,CHL,True,-70.44333,-23.10917,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
Copiapó Universidad de Atacama,0-152-0-270009,CHL,True,-70.35333,-27.35889,672,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
"Vicuña, Parque Los Pimientos",0-152-0-300046,CHL,True,-70.69722,-30.03361,733,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
"Monte Patria, Municipalidad",0-152-0-300047,CHL,True,-70.95778,-30.69833,695,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Liceo Samuel Román Rojas (Combarbalá),0-152-0-310024,CHL,True,-70.99889,-31.18805,598,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
"Vivero Conaf, Illapel",0-152-0-310040,CHL,True,-71.15194,-31.6325,627,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Salamanca Pisco Capel,0-152-0-310044,CHL,True,-70.95944,-31.78722,651,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
San Felipe Escuela Agrícola,0-152-0-320019,CHL,True,-70.70694,-32.75528,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Viña del Mar Ad. (Torquemada),0-152-0-320041,CHL,True,-71.47611,-32.94944,735,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
"Llay Llay, Las Peñas",0-152-0-320045,CHL,True,-70.91305,-32.88139,690,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
"Quintero, Climatológica",0-152-0-320056,CHL,True,-71.52278,-32.78417,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
Zapallar Catapilco,0-152-0-320063,CHL,True,-71.2977,-32.5613,710,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
"Jardín Botánico ,Viña del Mar",0-152-0-330006,CHL,True,-71.50194,-33.045,742,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
"Rodelillo, Ad.",0-152-0-330007,CHL,True,-71.55639,-33.06528,704,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
Talagante,0-152-0-330071,CHL,True,-70.84944,-33.67028,710,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
Rio Clarillo,0-152-0-330075,CHL,True,-70.49667,-33.72833,618,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Chorombo Hacienda,0-152-0-330076,CHL,True,-71.22917,-33.52944,639,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
El Colorado,0-152-0-330077,CHL,True,-70.29361,-33.35,742,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
San José Guayacán,0-152-0-330112,CHL,True,-70.35055,-33.61528,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
El Paico,0-152-0-330113,CHL,True,-71.00805,-33.70639,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
San Pablo - Dasa,0-152-0-330114,CHL,True,-70.7466,-33.4422,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Lo Pinto,0-152-0-330118,CHL,True,-70.73222,-33.26805,724,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Curacavi,0-152-0-330121,CHL,True,-71.16778,-33.41111,697,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
"Aguas Andinas, La Florida",0-152-0-330122,CHL,True,-70.54833,-33.545,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
"El Milagro, Buin",0-152-0-330160,CHL,True,-70.76444,-33.75444,561,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
San Antonio Lo Zarate,0-152-0-330161,CHL,True,-71.50611,-33.53055,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Colina (Reg),0-152-0-330162,CHL,True,-70.64306,-33.16222,733,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Peldehue Ad.,0-152-0-330163,CHL,True,-70.6858,-33.1138,215,744,False,red,Availability issues (< 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Rancagua,0-152-0-340045,CHL,True,-70.77611,-34.17222,740,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Quimávida,0-152-0-340048,CHL,True,-70.99694,-34.215,485,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Nilahue - La Quebrada,0-152-0-340066,CHL,True,-71.73528,-34.66083,543,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Portezuelo - Codelco,0-152-0-340093,CHL,True,-70.57917,-34.19833,721,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Panguilemo,0-152-0-350028,CHL,True,-71.60111,-35.37778,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
Escuela de Artillería Linares,0-152-0-350901,CHL,True,-71.59278,-35.83694,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Chillán Mayulermo,0-152-0-360046,CHL,True,-71.86694,-36.82805,634,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
Retiro Copihue,0-152-0-360047,CHL,True,-71.75805,-36.07555,738,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
Liceo Polivalente San Nicolás,0-152-0-360097,CHL,True,-72.21944,-36.50556,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
"María Dolores, Los Angeles Ad.",0-152-0-370033,CHL,True,-72.42389,-37.39694,612,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
"El Huertón liceo agrícola, Los Ángeles",0-152-0-370036,CHL,True,-72.275,-37.45694,733,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
Rucamanque - UFRO,0-152-0-380032,CHL,True,-72.60555,-38.66083,741,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Maquehue-UFRO,0-152-0-380033,CHL,True,-72.69444,-38.83778,742,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
Victoria,0-152-0-380063,CHL,True,-72.34333,-38.22889,493,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,DWD
Lequecahue Tirúa Ad.,0-152-0-380080,CHL,True,-73.48833,-38.35944,741,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
Isla Mocha,0-152-0-380082,CHL,True,-73.86917,-38.38389,636,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
Villarrica,0-152-0-390028,CHL,True,-72.11222,-39.19,635,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Corral ESSAL,0-152-0-390043,CHL,True,-73.42611,-39.89,197,744,False,red,Availability issues (< 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Pucón Aeródromo,0-152-0-390056,CHL,True,-71.9169,-39.2911,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
"Escuela Mirasol, Puerto Montt",0-152-0-410027,CHL,True,-72.96889,-41.47944,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
Puerto Varas ESSAL,0-152-0-410040,CHL,True,-72.97667,-41.32444,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Nueva Chaitén,0-152-0-420015,CHL,True,-72.835,-42.78528,735,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
Quellón Ad.,0-152-0-430001,CHL,True,-73.63278,-43.13361,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Puerto Aysén,0-152-0-450001,CHL,True,-72.67722,-45.39944,730,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
"Teniente Gallardo, Puerto Natales Ad.",0-152-0-510005,CHL,True,-72.52889,-51.66722,738,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
"Río Serrano, Torres del Paine",0-152-0-510020,CHL,True,-72.97028,-51.21667,636,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
Instituto de la Patagonia (Jorge Schytte),0-152-0-520012,CHL,True,-70.8875,-53.13,738,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
Punta Arenas Unidad Aeropolicial,0-152-0-520014,CHL,True,-70.92639,-53.15278,739,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Magallanes Villa Tehuelche,0-152-0-520015,CHL,True,-71.41611,-52.42889,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
"Cerro Sombrero, Estrecho de magallanes",0-152-0-520030,CHL,True,-69.29472,-52.77639,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
Escuela Alberto Hurtado,0-152-0-530008,CHL,True,-70.94528,-53.16694,743,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
"Pampa Guanaco, Tierra del Fuego",0-152-0-540008,CHL,True,-68.80389,-54.05083,230,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,DWD
Pichilemu Aeródromo,0-152-0-85620,CHL,True,-72.01861,-34.39417,744,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,DWD
"Angol, Húsares",0-152-0-85715,CHL,True,-72.68444,-37.79583,350,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Lago Chungará,0-152-2-180031,CHL,True,-69.138,-18.2808,543,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Codpa,0-152-2-180041,CHL,True,-69.74555,-18.8325,544,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Azapa Alto,0-152-2-180047,CHL,True,-69.94722,-18.5775,542,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,DWD
CE Huasco,0-152-2-280021,CHL,True,-70.79833,-28.58111,535,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Quilimari,0-152-2-320116,CHL,True,-71.46,-32.11917,407,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
La Platina ( INIA ),0-152-2-330026,CHL,True,-70.61972,-33.57278,532,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Rinconada - U. de Chile,0-152-2-330141,CHL,True,-70.84556,-33.49722,292,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Colliguay,0-152-2-330189,CHL,True,-71.1558,-33.1686,454,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Surco y Semilla,0-152-2-380035,CHL,True,-72.28528,-38.0325,553,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Sta. Inés,0-152-2-380049,CHL,True,-72.34361,-38.50472,542,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,DWD
Tranapuente,0-152-2-380054,CHL,True,-73.35333,-38.69083,540,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,DWD
San Rafael,0-152-2-380072,CHL,True,-72.72417,-38.07055,467,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Collimallin,0-152-2-85750,CHL,True,-72.70111,-38.60667,522,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
QUMAHE,0-156-0-56015,CHN,True,94.7281,34.9319,0,248,True,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
