name,wigosid,country code,in OSCAR,longitude,latitude,#received,#expected,default schedule,color code,description,variable,date,center
ZARAGOZA - AUT,0-170-0-26105250,COL,True,-75.92519,4.68978,590,240,False,purple,More than 100%,pressure,2026-07-01 00:00:00+00:00,ECMWF
CRQ ARMENIA - AUT,0-170-0-2612500038,COL,True,-75.66956,4.55633,564,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
PIJAO - AUT,0-170-0-2612500124,COL,True,-75.68414,4.3314,413,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
SALENTO - AUT,0-170-0-2612500130,COL,True,-75.55744,4.64101,629,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
AEROPUERTO EL EDEN - - AUT,0-170-0-26125061,COL,True,-75.76639,4.45472,632,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
AEROPUERTO MATECANA,0-170-0-26125710,COL,True,-75.73952,4.81267,54,648,False,red,Availability issues (< 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
POTREROS - AUT,0-170-0-2613500126,COL,True,-75.55808,4.8857,633,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
PNN QUIMBAYA - AUT,0-170-0-26135300,COL,True,-75.57822,4.72858,131,96,False,purple,More than 100%,pressure,2026-07-01 00:00:00+00:00,ECMWF
LA ESPERANZA ANDALUCIA - AUT,0-170-0-2615500122,COL,True,-75.35658,5.01778,223,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
AEROPUERTO LA NUBIA AUT,0-170-0-26155110,COL,True,-75.46992,5.02978,119,48,False,purple,More than 100%,pressure,2026-07-01 00:00:00+00:00,ECMWF
LAS BRISAS - AUT,0-170-0-26155150,COL,True,-75.35042,4.93447,581,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
TESORITO FINCA  - AUT,0-170-0-26155170,COL,True,-75.4383,5.0322,633,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
HACIENDA TUNEZ,0-170-0-26175040,COL,True,-75.65097,5.80025,608,96,False,purple,More than 100%,pressure,2026-07-01 00:00:00+00:00,ECMWF
SONSON,0-170-0-26180180,COL,True,-75.29457,5.71601,520,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
VALLE ALTO  - AUT,0-170-0-26180250,COL,True,-75.31778,5.35,185,96,False,purple,More than 100%,pressure,2026-07-01 00:00:00+00:00,ECMWF
MESOPOTAMIA,0-170-0-26185020,COL,True,-75.31864,5.88636,627,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
SANTA ELENA,0-170-0-27010810,COL,True,-75.51675,6.19689,606,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
LAS BRISAS,0-170-0-27011100,COL,True,-74.82183,7.1588,607,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
GUAYABITO,0-170-0-27015190,COL,True,-75.14675,6.54039,606,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
LA SALADA,0-170-0-27015260,COL,True,-75.62467,6.04836,607,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
PARAMO BELMIRA,0-170-0-27015280,COL,True,-75.64444,6.63203,633,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
METROMEDELLIN - AUT,0-170-0-27015310,COL,True,-75.55183,6.32972,633,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
OLAYA HERRERA - AUT,0-170-0-27015330,COL,True,-75.58898,6.22061,613,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
LA PALMA DE COCO,0-170-0-27030140,COL,True,-74.8081,7.23609,608,240,False,purple,More than 100%,pressure,2026-07-01 00:00:00+00:00,ECMWF
SENA EL BAGRE,0-170-0-27035050,COL,True,-74.80069,7.58467,606,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
HATICO DE LOS INDIOS AUT,0-170-0-2801500078,COL,True,-73.11422,10.86031,0,312,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
URUMITA AUT,0-170-0-28015070,COL,True,-73.01639,10.56639,633,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
Caracoli,0-170-0-2802500079,COL,True,-73.73167,10.08869,40,696,False,red,Availability issues (< 30%),pressure,2026-07-01 00:00:00+00:00,DWD
HACIENDA CENTENARIO,0-170-0-28025090,COL,True,-73.26547,9.85025,615,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
SERRANIA DEL PERIJA  - AUT,0-170-0-28025120,COL,True,-73.04628,10.02903,0,312,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
AEROPUERTO ALFONSO LOPEZ -,0-170-0-28025502,COL,True,-73.24767,10.43617,403,432,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Caracoli,0-170-0-28030190,COL,True,-73.73167,10.08869,0,48,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
FEDEARROZ - AUT,0-170-0-28035060,COL,True,-73.24806,10.46361,630,432,False,purple,More than 100%,pressure,2026-07-01 00:00:00+00:00,ECMWF
GUATAPURI - AUT,0-170-0-28035070,COL,True,-73.39241,10.73213,619,432,False,purple,More than 100%,pressure,2026-07-01 00:00:00+00:00,ECMWF
CURUMANÍ AUT,0-170-0-2805500075,COL,True,-73.51297,9.23814,633,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
ESCUELA NAVAL BARRANQUILLA  - AUT,0-170-0-29004520,COL,True,-74.785,11.00639,384,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
EL GUAMO AUT,0-170-0-29015000,COL,True,-74.97663,10.03462,544,552,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
HOBO - AUT,0-170-0-2901500072,COL,True,-75.23653,9.67253,633,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
SINCERIN AUT,0-170-0-29035000,COL,True,-75.27828,10.14259,371,144,False,purple,More than 100%,pressure,2026-07-01 00:00:00+00:00,ECMWF
NORMAL MANATI - AUT,0-170-0-29035080,COL,True,-74.95472,10.45398,625,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
UNIREFORMADA AUT,0-170-0-2904000176,COL,True,-74.81593,10.9853,633,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
UNIAUTONOMA AUT,0-170-0-2904000177,COL,True,-74.82401,11.004,633,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
SABANALARGA - AUT,0-170-0-29045000,COL,True,-74.85042,10.6775,633,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
JUAN DE ACOSTA,0-170-0-29045110,COL,True,-75.04611,10.8339,615,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
AEROPUERTO E. CORTISSOZ - AUT,0-170-0-29045190,COL,True,-74.77974,10.8835,602,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
MEDIA LUNA - AUT,0-170-0-29065000,COL,True,-74.50676,10.51013,583,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
PUERTO INIRIDA AUT,0-170-0-31095030,COL,True,-67.91905,3.87442,587,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
GRANADA SENA AUT,0-170-0-3206500045,COL,True,-73.73973,3.44567,609,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
LEJANÍAS - AUT,0-170-0-3206500058,COL,True,-74.00627,3.5183,633,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
VISTA HERMOSA AUT,0-170-0-3206500059,COL,True,-73.73376,3.09993,633,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
SAN JOSE DEL GUAVIARE,0-170-0-32105080,COL,True,-72.71803,2.54792,594,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
CARIMAGUA AUT,0-170-0-33035010,COL,True,-71.3358,4.5713,611,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
LAS GAVIOTAS,0-170-0-34015010,COL,True,-70.93022,4.55389,614,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
TUPARRO BOCAS - TOMO,0-170-0-34035010,COL,True,-67.85678,5.35264,611,96,False,purple,More than 100%,pressure,2026-07-01 00:00:00+00:00,ECMWF
GUTIERREZ,0-170-0-35020300,COL,True,-74.00161,4.25501,614,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
LA BOLSA,0-170-0-35025060,COL,True,-73.99587,4.58707,89,648,False,red,Availability issues (< 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
PNN CHINGAZA - AUT,0-170-0-35025080,COL,True,-73.82733,4.661,606,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
LA LIBERTAD - AUT,0-170-0-35025110,COL,True,-73.46792,4.05736,632,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
ICA VILLAVICENCIO  - AUT,0-170-0-35035100,COL,True,-73.625,4.13739,633,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
SALINAS DE UPIN - AUT,0-170-0-35035110,COL,True,-73.58792,4.27327,95,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
PARAMO CHINGAZA  - AUT,0-170-0-35035130,COL,True,-73.80325,4.71367,614,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
MEDINA - AUT,0-170-0-3505500061,COL,True,-73.35,4.51,633,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
CLARAVAL,0-170-0-35060210,COL,True,-73.64083,4.6489,610,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
VILLA LUISA,0-170-0-35075030,COL,True,-73.34796,5.42272,608,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
INSTITUCION AGRICOLA MACANAL,0-170-0-35075040,COL,True,-73.31675,4.97436,608,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
CHINAVITA - AUT,0-170-0-35075070,COL,True,-73.34697,5.21639,95,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
PAEZ,0-170-0-35080050,COL,True,-73.0529,5.09624,359,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
SANTA MARIA - AUT,0-170-0-35085070,COL,True,-73.25319,4.83847,620,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
LA CAPILLA - AUT,0-170-0-35085080,COL,True,-73.43597,5.09919,633,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
HUERTA LA GRANDE,0-170-0-35095110,COL,True,-72.91546,4.65144,633,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
AQUITANIA - AUT,0-170-0-35095120,COL,True,-72.88175,5.55663,386,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
LAGUNA LA PLAZA,0-170-0-35095130,COL,True,-72.28202,6.362,616,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
GUADUALITO - AUT,0-170-0-3518500127,COL,True,-72.8651,4.98708,616,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
LA PALOMERA - AUT,0-170-0-35185010,COL,True,-72.56453,4.26032,633,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
TOQUILLA - AUT,0-170-0-35195060,COL,True,-72.79238,5.52298,607,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Unknown,0-170-0-35210060,,False,-72.06781,5.60911,327,0,False,yellow,No match in OSCAR/Surface,pressure,2026-07-01 00:00:00+00:00,ECMWF
AEROPUERTO YOPAL - AUT,0-170-0-35215020,COL,True,-72.3875,5.32044,400,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
PISBA - AUT,0-170-0-35215030,COL,True,-72.48847,5.72055,595,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
MODULOS - AUT,0-170-0-35225030,COL,True,-71.43306,4.91047,631,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
CARDON EL,0-170-0-35235010,COL,True,-72.52929,6.0116,566,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Unknown,0-170-0-35235040,,False,-71.66617,5.41903,504,0,False,yellow,No match in OSCAR/Surface,pressure,2026-07-01 00:00:00+00:00,ECMWF
TAMARA  AUT,0-170-0-35235050,COL,True,-72.16678,5.81858,589,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
LA PRIMAVERA,0-170-0-3526500201,COL,True,-70.4213,5.48089,633,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
EL DIAMANTE - AUT,0-170-0-36015020,COL,True,-71.41983,5.81619,629,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
CHINACOTA - AUT,0-170-0-3701500114,COL,True,-72.59051,7.43005,376,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
EL PORTILLO - AUT,0-170-0-3701500117,COL,True,-72.5503,7.4012,0,648,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
BERLIN - AUT,0-170-0-37015030,COL,True,-72.8685,7.187,521,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
SARAVENA AUT,0-170-0-37045010,COL,True,-71.85125,6.96208,215,744,False,red,Availability issues (< 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
ARAUCA TERMINAL AUT,0-170-0-3706500109,COL,True,-70.73295,7.06385,321,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
ACUEDUCTO MOCOA - AUT,0-170-0-44015060,COL,True,-76.65183,1.15733,633,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
LA MONO,0-170-0-44045030,COL,True,-75.80772,1.30336,608,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
TRES ESQUINAS,0-170-0-44055010,COL,True,-75.23389,0.74444,615,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
EL ENCANO - AUT,0-170-0-47015100,COL,True,-77.16147,1.15994,627,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
PUERTO NARIÑO,0-170-0-48015040,COL,True,-70.36264,-3.78031,614,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
AEROPUERTO VASQUEZ COBO,0-170-0-48015050,COL,True,-69.94318,-4.19938,608,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
RESERVA NATURAL LA PLANADA - AUT,0-170-0-5102500128,COL,True,-77.9765,1.1578,214,96,False,purple,More than 100%,pressure,2026-07-01 00:00:00+00:00,ECMWF
ALTAQUER - AUT,0-170-0-51025080,COL,True,-78.09286,1.27669,613,96,False,purple,More than 100%,pressure,2026-07-01 00:00:00+00:00,ECMWF
GRANJA EL MIRA - - AUT,0-170-0-51025090,COL,True,-78.7,1.55,542,48,False,purple,More than 100%,pressure,2026-07-01 00:00:00+00:00,ECMWF
CCCP DL PACIFICO,0-170-0-51035020,COL,True,-78.73111,1.82134,95,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
APONTE,0-170-0-52040050,COL,True,-77.03053,1.3973,633,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
UNIVERSIDAD DE NARINO  - AUT,0-170-0-52045080,COL,True,-77.28347,1.22517,412,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
RIO BOBO,0-170-0-52050060,COL,True,-77.29972,1.0995,632,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
TANGUA,0-170-0-52050080,COL,True,-77.39081,1.09712,617,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
IMUES,0-170-0-52050090,COL,True,-77.49956,1.05525,633,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
LAS IGLESIAS  - AUT,0-170-0-5205500123,COL,True,-77.2703,1.0548,616,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
SINDAGUA,0-170-0-52055090,COL,True,-77.38936,1.10758,602,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
BOTANA - AUT,0-170-0-52055210,COL,True,-77.27881,1.16,620,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
EL PARAISO - AUT,0-170-0-52055220,COL,True,-77.63694,1.07071,633,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
AEROPUERTO SAN LUIS - AUT,0-170-0-52055230,COL,True,-77.67775,0.85708,633,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
BARBACOAS,0-170-0-52065020,COL,True,-78.14,1.67,609,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
LA CUMBRE - AUT,0-170-0-5311500121,COL,True,-76.56475,3.6452,633,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
ISTMINA,0-170-0-54010010,COL,True,-76.6854,5.1574,624,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
TADO - AUT,0-170-0-54015020,COL,True,-76.55184,5.27011,632,240,False,purple,More than 100%,pressure,2026-07-01 00:00:00+00:00,ECMWF
AEROPUERTO CONDOTO,0-170-0-54020090,COL,True,-76.6759,5.0723,546,240,False,purple,More than 100%,pressure,2026-07-01 00:00:00+00:00,ECMWF
SAN JOSE PALMAR,0-170-0-54025010,COL,True,-76.2319,4.8985,609,240,False,purple,More than 100%,pressure,2026-07-01 00:00:00+00:00,ECMWF
NOANAMA,0-170-0-54050010,COL,True,-76.91667,4.71667,604,240,False,purple,More than 100%,pressure,2026-07-01 00:00:00+00:00,ECMWF
GORGONA GUAPI,0-170-0-57025020,COL,True,-78.17436,2.96294,615,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Diboini-Hamaleingo,0-174-1-670010,COM,True,43.3446,-11.5363,28,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
Dimadjou Hamahamet,0-174-1-670011,COM,True,43.3795,-11.4728,50,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
Madjeweni-Mahou (CRDE),0-174-1-670012,COM,True,43.3702,-11.4366,14,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
Takoudja,0-174-1-670013,COM,True,43.7062,-12.2688,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Sima(CRDE),0-174-1-670014,COM,True,44.29,-12.2041,47,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
Bambao Mtsanga (CRDE),0-174-1-670015,COM,True,44.5135,-12.1937,45,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
Mitsamiouli,0-174-2-670016,COM,True,43.2937,-11.3871,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Ntsaoueni,0-174-2-670017,COM,True,43.2725,-11.4753,19,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
Mbeni,0-174-2-670020,COM,True,43.3901,-11.5072,13,744,False,red,Availability issues (< 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Mvouni,0-174-2-670021,COM,True,43.2781,-11.732,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Salimani-Hambou,0-174-2-670022,COM,True,43.2692,-11.81,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Foumbouni,0-174-2-670024,COM,True,43.488,-11.8635,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Idjikoundzi Dimani,0-174-2-670026,COM,True,43.4226,-11.7184,40,744,False,red,Availability issues (< 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Fomboni,0-174-2-670027,COM,True,43.7357,-12.2775,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Wanani,0-174-2-670028,COM,True,43.8037,-12.3428,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Mdjamawé,0-174-2-670030,COM,True,44.3113,-12.1969,15,744,False,red,Availability issues (< 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Pomoni,0-174-2-670031,COM,True,44.4021,-12.281,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Adda,0-174-2-670032,COM,True,44.49279,-12.29407,7,744,False,red,Availability issues (< 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Patsy,0-174-2-670034,COM,True,44.4334,-12.1623,15,744,False,red,Availability issues (< 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
CAMAM,0-178-0-64409,COG,True,11.8283,-4.7916,0,62,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
OLLOMBO,0-178-0-64461,COG,True,15.9166,-1.2257,126,248,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,DWD
KABINDA,0-180-0-64005,COD,True,24.4333,-6.1333,0,248,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
KISANGANI,0-180-0-64040,COD,True,25.18333,0.51667,1,64,False,red,Availability issues (< 30%),pressure,2026-07-01 00:00:00+00:00,JMA
WAMBA,0-180-0-64068,COD,True,28.0,2.15,0,248,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
SHABUNDA,0-180-0-64165,COD,True,27.35,2.6833,0,248,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
KAHEMBA,0-180-0-64223,COD,True,19.0,-7.3333,0,248,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
KASONGO,0-180-0-64264,COD,True,26.5833,4.5167,0,248,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
RAKAHANGA AWS,0-184-0-91805,COK,True,-161.09799,-10.03472,241,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
NASSAU AWS,0-184-0-91815,COK,True,-165.41772,-11.55847,231,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
MITIARO AWS,0-184-0-91834,COK,True,-157.72023,-19.86188,237,0,False,grey,OSCAR schedule issue,pressure,2026-07-01 00:00:00+00:00,ECMWF
ATIU AWS,0-184-0-91838,COK,True,-158.1191,-19.9836,242,4464,False,red,Availability issues (< 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
"COTO 49, CUIDAD NEILY",0-188-0-100651,CRI,True,-82.96686,8.63119,719,248,True,purple,More than 100%,pressure,2026-07-01 00:00:00+00:00,ECMWF
COMANDO LOS CHILES,0-188-0-69633,CRI,True,-84.71167,11.03167,709,744,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
FINCA LA CEIBA,0-188-0-72157,CRI,True,-85.3175,10.11111,719,248,True,purple,More than 100%,pressure,2026-07-01 00:00:00+00:00,ECMWF
SIXAOLA,0-188-0-87013,CRI,True,-82.63378,9.52769,718,248,True,purple,More than 100%,pressure,2026-07-01 00:00:00+00:00,ECMWF
Goli Vrh,0-191-0-14238,HRV,True,15.72444,45.6975,2213,4464,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Gorice,0-191-0-14365,HRV,True,17.27833,45.22361,620,4464,False,red,Availability issues (< 30%),pressure,2026-07-01 00:00:00+00:00,ECMWF
"MARIEL, ARTEMISA",0-192-0-78156,CUB,True,-82.77884,23.01553,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
"SANTIAGO DE CUBA,  SANTIAGO DE CUBA",0-192-0-78364,CUB,True,-75.81722,20.04333,274,744,False,orange,Availability issues (>= 30%),pressure,2026-07-01 00:00:00+00:00,DWD
POLIS,0-196-0-01041,CYP,True,32.4372,35.042,4461,4464,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
PAPHOS AIRPORT AWS,0-196-0-01082,CYP,True,32.4791,34.7154,4462,4464,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
AMARGETI,0-196-0-01101,CYP,True,32.5889,34.82612,4459,4464,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
TROODOS PLATIA,0-196-0-01270,CYP,True,32.8815,34.9245,4433,4464,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
LINOU,0-196-0-01286,CYP,True,32.8982,35.0678,4462,4464,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
LIMASSOL NEW PORT,0-196-0-01388,CYP,True,33.004,34.6457,4463,4464,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
MAMMARI,0-196-0-01515,CYP,True,33.21488,35.17236,4457,4464,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
KAKORATZIA,0-196-0-01634,CYP,True,33.3825,34.8613,4439,4464,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
ATHALASSA AWS,0-196-0-01666,CYP,True,33.3966,35.141,4458,4464,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
LARNAKA AIRPORT AWS,0-196-0-01731,CYP,True,33.6173,34.8735,4447,4464,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
FRENAROS,0-196-0-01845,CYP,True,33.9176,35.0424,4462,4464,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
CAVO GRECO,0-196-0-01896,CYP,True,34.0708,34.971,4460,4464,False,green,Normal (>= 80%),pressure,2026-07-01 00:00:00+00:00,ECMWF
Borda Vidal,0-20-1-99130009,AND,True,1.4748,42.4397,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
Central - FEDA,0-20-2-99130001,AND,True,1.5544,42.5153,0,744,False,black,Not received in period,pressure,2026-07-01 00:00:00+00:00,DWD
