name,wigosid,country code,in OSCAR,longitude,latitude,rms,variable,date,center,marine_type
1801682,0-22000-0-1801682,USA,True,-33.003,-24.095,0.490031,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
1801683,0-22000-0-1801683,USA,True,-32.416,-24.716,0.347667,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
1801696,0-22000-0-1801696,USA,True,168.684,-47.562,0.187062,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
1801721,0-22000-0-1801721,USA,True,-17.465,-23.218,0.177981,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
1801826,0-22000-0-1801826,USA,True,-132.442,20.18,0.0946,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
2101823,0-22000-0-2101823,USA,True,-170.548,32.721,0.151675,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
2101824,0-22000-0-2101824,USA,True,-144.299,32.564,0.134751,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
2101827,0-22000-0-2101827,USA,True,-130.967,37.81,0.145268,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
2101839,0-22000-0-2101839,USA,True,-146.32,33.459,0.189686,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
2101859,0-22000-0-2101859,USA,True,-139.911,36.85,0.080583,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
2501581,0-22000-0-2501581,USA,True,-144.43,75.658,0.345693,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
2501582,0-22000-0-2501582,USA,True,-144.455,80.607,0.225456,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
2501588,0-22000-0-2501588,USA,True,-168.501,76.175,0.476728,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
2802017,0-22000-0-2802017,USA,True,-130.657,17.226,0.264731,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
2802103,0-22000-0-2802103,AUS,True,174.161,-31.472,0.180909,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
4401584,0-22000-0-4401584,,True,-67.272,25.358,0.182329,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
4602569,0-22000-0-4602569,USA,True,-138.973,27.994,0.209562,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
4602596,0-22000-0-4602596,USA,True,-164.642,25.2,0.242969,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
4602606,0-22000-0-4602606,USA,True,-150.843,24.762,0.305129,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
4802664,0-22000-0-4802664,CAN,True,-50.489,83.401,0.411401,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
4804044,0-22000-0-4804044,USA,True,18.002,35.542,0.132031,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
5103557,0-22000-0-5103557,USA,True,-167.5,38.241,0.132922,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
5601706,0-22000-0-5601706,USA,True,-51.905,-55.4,0.263228,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
5601711,0-22000-0-5601711,USA,True,-161.583,-55.313,0.242265,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
5601751,0-22000-0-5601751,AUS,True,15.17,-39.46,0.460688,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
5802012,0-22000-0-5802012,USA,True,-117.306,33.204,0.273192,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
5802026,0-22000-0-5802026,USA,True,-15.992,43.747,0.323074,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
6203810,0-22000-0-6203810,USA,True,-19.374,-24.275,0.556807,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
6801792,0-22000-0-6801792,USA,True,-171.568,44.886,0.185551,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
6801937,0-22000-0-6801937,USA,True,-161.741,38.133,0.107064,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
7801573,0-22000-0-7801573,USA,True,-38.745,-32.831,0.454527,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
7801647,0-22000-0-7801647,USA,True,-44.548,24.807,0.233787,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
7810310,0-22000-0-7810310,USA,True,-33.03,35.504,0.117309,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
7810312,0-22000-0-7810312,USA,True,-38.681,44.923,0.127608,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
1501716_100,0-22000-100-1501716,USA,True,-50.904,-31.246,0.987889,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
4402654_100,0-22000-100-4402654,USA,True,-134.97,43.944,0.165282,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,7801607,,False,94.77880096435547,-15.131199836730957,0.590762,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
4300001_040,0-22000-40-4300001,USA,True,-110.1,8.0,0.476131,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
3200315_048,0-22000-48-3200315,USA,True,-110.1,5.0,0.486219,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
Unknown,4500197,,False,-81.61750030517578,41.61943817138672,0.451199,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
4100002,0-22000-0-4100002,USA,True,-74.955,31.743,0.251565,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
4100008,0-22000-0-4100008,USA,True,-80.866,31.4,0.376772,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
4100009,0-22000-0-4100009,USA,True,-80.185,28.508,0.183496,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
4100024,0-22000-0-4100024,USA,True,-78.477,33.837,0.690756,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
4100025,0-22000-0-4100025,USA,True,-75.38,35.026,0.249136,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
4100029,0-22000-0-4100029,USA,True,-79.624,32.803,0.429663,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
4100033,0-22000-0-4100033,USA,True,-80.406,32.279,0.297987,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
4100038,0-22000-0-4100038,USA,True,-77.718,34.144,0.553192,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
4100040,0-22000-0-4100040,USA,True,-53.0,14.6,0.143098,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
4100043,0-22000-0-4100043,USA,True,-64.864,21.09,0.524311,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
4100044,0-22000-0-4100044,USA,True,-58.63,21.582,0.365445,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
4100046,0-22000-0-4100046,USA,True,-68.34,23.84,0.145071,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
4100052,0-22000-0-4100052,USA,True,-64.763,18.249,0.561921,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
4200002,0-22000-0-4200002,USA,True,-93.78,25.95,0.440842,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
4200035,0-22000-0-4200035,USA,True,-94.4,29.2,0.147141,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
4200036,0-22000-0-4200036,USA,True,-84.505,28.5,0.214158,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
4200055,0-22000-0-4200055,USA,True,-94.112,22.14,0.154772,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
4200056,0-22000-0-4200056,USA,True,-84.98,19.82,0.281837,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
4200058,0-22000-0-4200058,USA,True,-75.9,14.1,1.100765,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
4200060,0-22000-0-4200060,USA,True,-63.329,16.434,0.143146,pressure,2026-07-01 00:00:00+00:00,JMA,buoy
